sentence,tokens,tags,Indicator
The IP 10.10.10.15 was used by CEO Michael Smith to verify token abcdefghijklmnopqrs.,"['The', 'IP', '10.10.10.15', 'was', 'used', 'by', 'CEO', 'Michael', 'Smith', 'to', 'verify', 'token', 'abcdefghijklmnopqrs', '.']","['O', 'O', 'B-IP', 'O', 'O', 'O', 'O', 'B-per', 'I-per', 'O', 'O', 'O', 'B-Token', 'O']",True
Credential poiuytrewq09876asdfgh was revoked from 203.0.113.77 during the conference in Rome.,"['Credential', 'poiuytrewq09876asdfgh', 'was', 'revoked', 'from', '203.0.113.77', 'during', 'the', 'conference', 'in', 'Rome', '.']","['O', 'B-Token', 'O', 'O', 'O', 'B-IP', 'O', 'O', 'O', 'O', 'B-geo', 'O']",True
The token mnbvcxzlkjhgfdsapoiuy123456 was logged at 172.20.14.5 during the meeting in Paris.,"['The', 'token', 'mnbvcxzlkjhgfdsapoiuy123456', 'was', 'logged', 'at', '172.20.14.5', 'during', 'the', 'meeting', 'in', 'Paris', '.']","['O', 'O', 'B-Token', 'O', 'O', 'O', 'B-IP', 'O', 'O', 'O', 'O', 'B-geo', 'O']",True
NASA's token qazwsxedcrfvtgbyhnujm123456 was verified from 198.18.0.1 on Sunday.,"['NASA', ""'s"", 'token', 'qazwsxedcrfvtgbyhnujm123456', 'was', 'verified', 'from', '198.18.0.1', 'on', 'Sunday', '.']","['B-org', 'O', 'O', 'B-Token', 'O', 'O', 'O', 'B-IP', 'O', 'B-tim', 'O']",True
The IP 192.168.1.100 was associated with token 12345qwertyuiopasdfgh in Tokyo.,"['The', 'IP', '192.168.1.100', 'was', 'associated', 'with', 'token', '12345qwertyuiopasdfgh', 'in', 'Tokyo', '.']","['O', 'O', 'B-IP', 'O', 'O', 'O', 'O', 'B-Token', 'O', 'B-geo', 'O']",True
Amazon's server received code zxcasdqwe123456789 from 198.51.100.22 at 09:30 on Monday.,"['Amazon', ""'s"", 'server', 'received', 'code', 'zxcasdqwe123456789', 'from', '198.51.100.22', 'at', '09:30', 'on', 'Monday', '.']","['B-org', 'O', 'O', 'O', 'O', 'B-Token', 'O', 'B-IP', 'O', 'B-tim', 'O', 'B-tim', 'O']",True
The token plmoknijbuhvygctfxrdzeswaq12345 was sent to Berlin from 172.31.255.254.,"['The', 'token', 'plmoknijbuhvygctfxrdzeswaq12345', 'was', 'sent', 'to', 'Berlin', 'from', '172.31.255.254', '.']","['O', 'O', 'B-Token', 'O', 'O', 'O', 'B-gpe', 'O', 'B-IP', 'O']",True
Jessica used token qazwsxedcrfvtgbyhnujm123456 to log in from IP 2405:4800:100:101::1234.,"['Jessica', 'used', 'token', 'qazwsxedcrfvtgbyhnujm123456', 'to', 'log', 'in', 'from', 'IP', '2405:4800:100:101::1234', '.']","['B-per', 'O', 'O', 'B-Token', 'O', 'O', 'O', 'O', 'O', 'B-IP', 'O']",True
Microsoft's server at 198.51.100.44 verified the credential 1234asdfgh5678qwertyu.,"['Microsoft', ""'s"", 'server', 'at', '198.51.100.44', 'verified', 'the', 'credential', '1234asdfgh5678qwertyu', '.']","['B-org', 'O', 'O', 'O', 'B-IP', 'O', 'O', 'O', 'B-Token', 'O']",True
"On Wednesday, the token a1b2c3_d4e5f6g7h8 accessed the server at 10.0.0.254 in Berlin.","['On', 'Wednesday', ',', 'the', 'token', 'a1b2c3_d4e5f6g7h8', 'accessed', 'the', 'server', 'at', '10.0.0.254', 'in', 'Berlin', '.']","['O', 'B-tim', 'O', 'O', 'O', 'B-Token', 'O', 'O', 'O', 'O', 'B-IP', 'O', 'B-geo', 'O']",True
Elena verified credential z9x8w7v6u5t4r3q2p1 from 172.31.255.255 while visiting New York City.,"['Elena', 'verified', 'credential', 'z9x8w7v6u5t4r3q2p1', 'from', '172.31.255.255', 'while', 'visiting', 'New', 'York', 'City', '.']","['B-per', 'O', 'O', 'B-Token', 'O', 'B-IP', 'O', 'O', 'B-geo', 'I-geo', 'I-geo', 'O']",True
The organization IBM sent the code 7h6g5f4d3s2a1q0w9e8r7t6y5u4i3o2p to 2607:f0d0:1002:51::4.,"['The', 'organization', 'IBM', 'sent', 'the', 'code', '7h6g5f4d3s2a1q0w9e8r7t6y5u4i3o2p', 'to', '2607:f0d0:1002:51::4', '.']","['O', 'O', 'B-org', 'O', 'O', 'O', 'B-Token', 'O', 'B-IP', 'O']",True
"During the meeting in Paris, token 4r5t6y7u8i9o0p_asdfghjkl was authenticated from 192.0.2.146.","['During', 'the', 'meeting', 'in', 'Paris', ',', 'token', '4r5t6y7u8i9o0p_asdfghjkl', 'was', 'authenticated', 'from', '192.0.2.146', '.']","['O', 'O', 'O', 'O', 'B-geo', 'O', 'O', 'B-Token', 'O', 'O', 'O', 'B-IP', 'O']",True
Michael Jordan accessed system token zxcvbnm_1234567890 from 172.217.14.206 last Friday.,"['Michael', 'Jordan', 'accessed', 'system', 'token', 'zxcvbnm_1234567890', 'from', '172.217.14.206', 'last', 'Friday', '.']","['B-per', 'I-per', 'O', 'O', 'O', 'B-Token', 'O', 'B-IP', 'O', 'B-tim', 'O']",True
"In San Francisco, the token qwertyuiopasdfghjkl was sent to the address 203.0.113.195 by Amazon.","['In', 'San', 'Francisco', ',', 'the', 'token', 'qwertyuiopasdfghjkl', 'was', 'sent', 'to', 'the', 'address', '203.0.113.195', 'by', 'Amazon', '.']","['O', 'B-geo', 'I-geo', 'O', 'O', 'O', 'B-Token', 'O', 'O', 'O', 'O', 'O', 'B-IP', 'O', 'B-org', 'O']",True
Credential 9u8y7t6r5e4w3q2p1l0 was verified on 2001:0db8:85a3:0000:0000:8a2e:0370:7334 during the Berlin conference.,"['Credential', '9u8y7t6r5e4w3q2p1l0', 'was', 'verified', 'on', '2001:0db8:85a3:0000:0000:8a2e:0370:7334', 'during', 'the', 'Berlin', 'conference', '.']","['O', 'B-Token', 'O', 'O', 'O', 'B-IP', 'O', 'O', 'B-geo', 'O', 'O']",True
"Angela Merkel received token 1a2b3c4d5e6f7g8h9i0j at the headquarters of the United Nations, IP 198.51.100.42.","['Angela', 'Merkel', 'received', 'token', '1a2b3c4d5e6f7g8h9i0j', 'at', 'the', 'headquarters', 'of', 'the', 'United', 'Nations', ',', 'IP', '198.51.100.42', '.']","['B-per', 'I-per', 'O', 'O', 'B-Token', 'O', 'O', 'O', 'O', 'O', 'B-org', 'I-org', 'O', 'O', 'B-IP', 'O']",True
The code hjkl1234_mnbvcxz0987 was delivered to 255.255.255.255 in London on Tuesday.,"['The', 'code', 'hjkl1234_mnbvcxz0987', 'was', 'delivered', 'to', '255.255.255.255', 'in', 'London', 'on', 'Tuesday', '.']","['O', 'O', 'B-Token', 'O', 'O', 'O', 'B-IP', 'O', 'B-geo', 'O', 'B-tim', 'O']",True
"At 09:00 AM, token qazwsxedcrfvtgbyhnuj was verified by the New York Police Department from 203.0.113.0.","['At', '09:00', 'AM', ',', 'token', 'qazwsxedcrfvtgbyhnuj', 'was', 'verified', 'by', 'the', 'New', 'York', 'Police', 'Department', 'from', '203.0.113.0', '.']","['O', 'B-tim', 'I-tim', 'O', 'O', 'B-Token', 'O', 'O', 'O', 'O', 'B-geo', 'I-geo', 'B-org', 'I-org', 'O', 'B-IP', 'O']",True
Jennifer Lopez sent the token zaq1xsw2cde3vfr4bgt5hn6uj7ik8ol9pm0 to 172.16.254.1 during the concert in Miami.,"['Jennifer', 'Lopez', 'sent', 'the', 'token', 'zaq1xsw2cde3vfr4bgt5hn6uj7ik8ol9pm0', 'to', '172.16.254.1', 'during', 'the', 'concert', 'in', 'Miami', '.']","['B-per', 'I-per', 'O', 'O', 'O', 'B-Token', 'O', 'B-IP', 'O', 'O', 'O', 'O', 'B-geo', 'O']",True
The server at 192.168.100.100 authenticated token 1q2w3e4r5t6y7u8i9o0p belonging to Microsoft.,"['The', 'server', 'at', '192.168.100.100', 'authenticated', 'token', '1q2w3e4r5t6y7u8i9o0p', 'belonging', 'to', 'Microsoft', '.']","['O', 'O', 'O', 'B-IP', 'O', 'O', 'B-Token', 'O', 'O', 'B-org', 'O']",True
"During the summit in Geneva, token mnbvcxzlkjhgfdsapoiuy was transferred from 2001:4860:4860::8888.","['During', 'the', 'summit', 'in', 'Geneva', ',', 'token', 'mnbvcxzlkjhgfdsapoiuy', 'was', 'transferred', 'from', '2001:4860:4860::8888', '.']","['O', 'O', 'O', 'O', 'B-geo', 'O', 'O', 'B-Token', 'O', 'O', 'O', 'B-IP', 'O']",True
"At 14:30, the credential edcba9876543210 was checked by the New York Times from 198.51.100.23.","['At', '14:30', ',', 'the', 'credential', 'edcba9876543210', 'was', 'checked', 'by', 'the', 'New', 'York', 'Times', 'from', '198.51.100.23', '.']","['O', 'B-tim', 'O', 'O', 'O', 'B-Token', 'O', 'O', 'O', 'O', 'B-geo', 'I-geo', 'B-org', 'O', 'B-IP', 'O']",True
Sundar Pichai accessed server 10.10.10.10 using code plmoknijbuhvygctfxrdzeswaq.,"['Sundar', 'Pichai', 'accessed', 'server', '10.10.10.10', 'using', 'code', 'plmoknijbuhvygctfxrdzeswaq', '.']","['B-per', 'I-per', 'O', 'O', 'B-IP', 'O', 'O', 'B-Token', 'O']",True
The key p0o9i8u7y6t5r4e3w2q1 was sent from 172.20.10.4 to the headquarters of Apple Inc.,"['The', 'key', 'p0o9i8u7y6t5r4e3w2q1', 'was', 'sent', 'from', '172.20.10.4', 'to', 'the', 'headquarters', 'of', 'Apple', 'Inc', '.']","['O', 'O', 'B-Token', 'O', 'O', 'O', 'B-IP', 'O', 'O', 'O', 'O', 'B-org', 'I-org', 'O']",True
"In Tokyo, the token 0987plmnbvcxzasdfghjk was verified from 2404:6800:4003:c01::64.","['In', 'Tokyo', ',', 'the', 'token', '0987plmnbvcxzasdfghjk', 'was', 'verified', 'from', '2404:6800:4003:c01::64', '.']","['O', 'B-geo', 'O', 'O', 'O', 'B-Token', 'O', 'O', 'O', 'B-IP', 'O']",True
The user presented token asdfghjklqwertyuiop123456789 from 192.88.99.0 during the conference in Madrid.,"['The', 'user', 'presented', 'token', 'asdfghjklqwertyuiop123456789', 'from', '192.88.99.0', 'during', 'the', 'conference', 'in', 'Madrid', '.']","['O', 'O', 'O', 'O', 'B-Token', 'O', 'B-IP', 'O', 'O', 'O', 'O', 'B-geo', 'O']",True
President Joe Biden accessed the database using token 5tgb6yhn7ujm8ik9ol0p from 203.0.113.1 last Sunday.,"['President', 'Joe', 'Biden', 'accessed', 'the', 'database', 'using', 'token', '5tgb6yhn7ujm8ik9ol0p', 'from', '203.0.113.1', 'last', 'Sunday', '.']","['O', 'B-per', 'I-per', 'O', 'O', 'O', 'O', 'O', 'B-Token', 'O', 'B-IP', 'O', 'B-tim', 'O']",True
Credential 8765poiuytrewqasdfghjkl was verified at 198.51.100.100 during the London summit.,"['Credential', '8765poiuytrewqasdfghjkl', 'was', 'verified', 'at', '198.51.100.100', 'during', 'the', 'London', 'summit', '.']","['O', 'B-Token', 'O', 'O', 'O', 'B-IP', 'O', 'O', 'B-geo', 'O', 'O']",True
The token asdf1234qwer5678tyui was sent to the IP address 10.255.255.255 by Tesla.,"['The', 'token', 'asdf1234qwer5678tyui', 'was', 'sent', 'to', 'the', 'IP', 'address', '10.255.255.255', 'by', 'Tesla', '.']","['O', 'O', 'B-Token', 'O', 'O', 'O', 'O', 'O', 'O', 'B-IP', 'O', 'B-org', 'O']",True
"During Monday's meeting, token 12345abcdef67890ghijk was authenticated from 172.18.0.1 in Seattle.","['During', 'Monday', ""'s"", 'meeting', ',', 'token', '12345abcdef67890ghijk', 'was', 'authenticated', 'from', '172.18.0.1', 'in', 'Seattle', '.']","['O', 'B-tim', 'O', 'O', 'O', 'O', 'B-Token', 'O', 'O', 'O', 'B-IP', 'O', 'B-geo', 'O']",True
Google confirmed the key lkjhgfdsapoiuytrewqzxcvbnm9876543210 from 2606:4700:4700::1111 yesterday.,"['Google', 'confirmed', 'the', 'key', 'lkjhgfdsapoiuytrewqzxcvbnm9876543210', 'from', '2606:4700:4700::1111', 'yesterday', '.']","['B-org', 'O', 'O', 'O', 'B-Token', 'O', 'B-IP', 'B-tim', 'O']",True
The code 1qaz2wsx3edc4rfv5tgb6yhn7ujm8ik9ol0p was verified in Amsterdam at 192.168.0.10.,"['The', 'code', '1qaz2wsx3edc4rfv5tgb6yhn7ujm8ik9ol0p', 'was', 'verified', 'in', 'Amsterdam', 'at', '192.168.0.10', '.']","['O', 'O', 'B-Token', 'O', 'O', 'O', 'B-geo', 'O', 'B-IP', 'O']",True
Mark Zuckerberg sent the token qazxswedcvfrtgbnhyujm to 198.51.100.17 during the Facebook event.,"['Mark', 'Zuckerberg', 'sent', 'the', 'token', 'qazxswedcvfrtgbnhyujm', 'to', '198.51.100.17', 'during', 'the', 'Facebook', 'event', '.']","['B-per', 'I-per', 'O', 'O', 'O', 'B-Token', 'O', 'B-IP', 'O', 'O', 'B-org', 'O', 'O']",True
Token plmkoijnuhbygvtfcrdxeszwaq12345 was generated for the server at 203.0.113.5.,"['Token', 'plmkoijnuhbygvtfcrdxeszwaq12345', 'was', 'generated', 'for', 'the', 'server', 'at', '203.0.113.5', '.']","['B-Token', 'I-Token', 'O', 'O', 'O', 'O', 'O', 'O', 'B-IP', 'O']",True
The token vfr4edc5rf6tgb7yhn8uj9ik0ol1p2 was sent from 2001:0db8:85a3::8a2e:0370:7334 to London.,"['The', 'token', 'vfr4edc5rf6tgb7yhn8uj9ik0ol1p2', 'was', 'sent', 'from', '2001:0db8:85a3::8a2e:0370:7334', 'to', 'London', '.']","['O', 'O', 'B-Token', 'O', 'O', 'O', 'B-IP', 'O', 'B-geo', 'O']",True
"During the summit, credential 0987poiuytrewqasdfghjkl was verified from 192.0.2.1 in Rome.","['During', 'the', 'summit', ',', 'credential', '0987poiuytrewqasdfghjkl', 'was', 'verified', 'from', '192.0.2.1', 'in', 'Rome', '.']","['O', 'O', 'O', 'O', 'O', 'B-Token', 'O', 'O', 'O', 'B-IP', 'O', 'B-geo', 'O']",True
Amazon confirmed that token qazwsxedcrfvtgbyhnujmikolp was used at 172.217.10.14 yesterday.,"['Amazon', 'confirmed', 'that', 'token', 'qazwsxedcrfvtgbyhnujmikolp', 'was', 'used', 'at', '172.217.10.14', 'yesterday', '.']","['B-org', 'O', 'O', 'O', 'B-Token', 'O', 'O', 'O', 'B-IP', 'B-tim', 'O']",True
The key zyxwvutsrqponmlkjihgfedcba9876543210 was authenticated in Sydney from 198.51.100.200.,"['The', 'key', 'zyxwvutsrqponmlkjihgfedcba9876543210', 'was', 'authenticated', 'in', 'Sydney', 'from', '198.51.100.200', '.']","['O', 'O', 'B-Token', 'O', 'O', 'O', 'B-geo', 'O', 'B-IP', 'O']",True
Jessica Alba sent the token poiuytrewqlkjhgfdsamnbvcxz1234567890 to 10.10.1.1 last night.,"['Jessica', 'Alba', 'sent', 'the', 'token', 'poiuytrewqlkjhgfdsamnbvcxz1234567890', 'to', '10.10.1.1', 'last', 'night', '.']","['B-per', 'I-per', 'O', 'O', 'O', 'B-Token', 'O', 'B-IP', 'O', 'B-tim', 'O']",True
"In Paris, the token 1234567890poiuytrewqlkjhgf was received from 2001:db8::ff00:42:8329.","['In', 'Paris', ',', 'the', 'token', '1234567890poiuytrewqlkjhgf', 'was', 'received', 'from', '2001:db8::ff00:42:8329', '.']","['O', 'B-geo', 'O', 'O', 'O', 'B-Token', 'O', 'O', 'O', 'B-IP', 'O']",True
Credential mnbvcxzlkjhgfdsapoiuytrewqasdf123 was verified by Microsoft at 192.168.1.100.,"['Credential', 'mnbvcxzlkjhgfdsapoiuytrewqasdf123', 'was', 'verified', 'by', 'Microsoft', 'at', '192.168.1.100', '.']","['O', 'B-Token', 'O', 'O', 'O', 'B-org', 'O', 'B-IP', 'O']",True
The token 0987asdfghjklpoiuytrewqas was sent to 203.0.113.10 during the conference in Berlin.,"['The', 'token', '0987asdfghjklpoiuytrewqas', 'was', 'sent', 'to', '203.0.113.10', 'during', 'the', 'conference', 'in', 'Berlin', '.']","['O', 'O', 'B-Token', 'O', 'O', 'O', 'B-IP', 'O', 'O', 'O', 'O', 'B-geo', 'O']",True
Jack Ma accessed the database using token asdfghjklqwertyuiopzxcvbnm from 172.16.0.5.,"['Jack', 'Ma', 'accessed', 'the', 'database', 'using', 'token', 'asdfghjklqwertyuiopzxcvbnm', 'from', '172.16.0.5', '.']","['B-per', 'I-per', 'O', 'O', 'O', 'O', 'O', 'B-Token', 'O', 'B-IP', 'O']",True
The code asdfqwerzxcvtyuighjklo0987 was verified at 10.0.0.1 during the Silicon Valley meetup.,"['The', 'code', 'asdfqwerzxcvtyuighjklo0987', 'was', 'verified', 'at', '10.0.0.1', 'during', 'the', 'Silicon', 'Valley', 'meetup', '.']","['O', 'O', 'B-Token', 'O', 'O', 'O', 'B-IP', 'O', 'O', 'B-geo', 'I-geo', 'O', 'O']",True
Elon Musk sent token qwertyuiopasdfghjklzxcvbnm9876543210 to 198.18.0.1 yesterday.,"['Elon', 'Musk', 'sent', 'token', 'qwertyuiopasdfghjklzxcvbnm9876543210', 'to', '198.18.0.1', 'yesterday', '.']","['B-per', 'I-per', 'O', 'O', 'B-Token', 'O', 'B-IP', 'B-tim', 'O']",True
The token 1qaz2wsx3edc4rfv5tgb6yhn7ujm8ik9ol0p was generated in Tokyo at 2001:db8:85a3::8a2e:370:7334.,"['The', 'token', '1qaz2wsx3edc4rfv5tgb6yhn7ujm8ik9ol0p', 'was', 'generated', 'in', 'Tokyo', 'at', '2001:db8:85a3::8a2e:370:7334', '.']","['O', 'O', 'B-Token', 'O', 'O', 'O', 'B-geo', 'O', 'B-IP', 'O']",True
Facebook confirmed credential plmoknijbuhvygctfxrdzeswaq1234567890 from 192.0.2.50 during the event.,"['Facebook', 'confirmed', 'credential', 'plmoknijbuhvygctfxrdzeswaq1234567890', 'from', '192.0.2.50', 'during', 'the', 'event', '.']","['B-org', 'O', 'O', 'B-Token', 'O', 'B-IP', 'O', 'O', 'O', 'O']",True
The server at 172.16.254.254 processed token qazwsxedcrfvtgbyhnujmikolp12345 last Tuesday.,"['The', 'server', 'at', '172.16.254.254', 'processed', 'token', 'qazwsxedcrfvtgbyhnujmikolp12345', 'last', 'Tuesday', '.']","['O', 'O', 'O', 'B-IP', 'O', 'O', 'B-Token', 'O', 'B-tim', 'O']",True
Angela Merkel verified the token 0987poiuytrewqasdfghjklmnbvcxz from 203.0.113.20 in Berlin.,"['Angela', 'Merkel', 'verified', 'the', 'token', '0987poiuytrewqasdfghjklmnbvcxz', 'from', '203.0.113.20', 'in', 'Berlin', '.']","['B-per', 'I-per', 'O', 'O', 'O', 'B-Token', 'O', 'B-IP', 'O', 'B-geo', 'O']",True
The key mnbvcxzlkjhgfdsapoiuy was sent to 10.255.255.1 by Google at 08:00 AM.,"['The', 'key', 'mnbvcxzlkjhgfdsapoiuy', 'was', 'sent', 'to', '10.255.255.1', 'by', 'Google', 'at', '08:00', 'AM', '.']","['O', 'O', 'B-Token', 'O', 'O', 'O', 'B-IP', 'O', 'B-org', 'O', 'B-tim', 'I-tim', 'O']",True
Steve Jobs accessed token 1q2w3e4r5t6y7u8i9o0p from 192.168.2.1 during the Apple keynote.,"['Steve', 'Jobs', 'accessed', 'token', '1q2w3e4r5t6y7u8i9o0p', 'from', '192.168.2.1', 'during', 'the', 'Apple', 'keynote', '.']","['B-per', 'I-per', 'O', 'O', 'B-Token', 'O', 'B-IP', 'O', 'O', 'B-org', 'O', 'O']",True
Credential zxcvbnmlkjhgfdsaqwertyuiop9876543210 was verified in San Francisco at 198.51.100.99.,"['Credential', 'zxcvbnmlkjhgfdsaqwertyuiop9876543210', 'was', 'verified', 'in', 'San', 'Francisco', 'at', '198.51.100.99', '.']","['O', 'B-Token', 'O', 'O', 'O', 'B-geo', 'I-geo', 'O', 'B-IP', 'O']",True
The token 12345asdfghjklqwertyuiopzxcvbnm was sent from 203.0.113.30 to the headquarters of Microsoft.,"['The', 'token', '12345asdfghjklqwertyuiopzxcvbnm', 'was', 'sent', 'from', '203.0.113.30', 'to', 'the', 'headquarters', 'of', 'Microsoft', '.']","['O', 'O', 'B-Token', 'O', 'O', 'O', 'B-IP', 'O', 'O', 'O', 'O', 'B-org', 'O']",True
"On Friday, token mnbvcxzlkjhgfdsapoiuytrewqasdf was verified from 192.0.2.100 in Rome.","['On', 'Friday', ',', 'token', 'mnbvcxzlkjhgfdsapoiuytrewqasdf', 'was', 'verified', 'from', '192.0.2.100', 'in', 'Rome', '.']","['O', 'B-tim', 'O', 'O', 'B-Token', 'O', 'O', 'O', 'B-IP', 'O', 'B-geo', 'O']",True
The key qazwsxedcrfvtgbyhnujmikolp12345 was authenticated at 2606:4700:4700::1111 in London.,"['The', 'key', 'qazwsxedcrfvtgbyhnujmikolp12345', 'was', 'authenticated', 'at', '2606:4700:4700::1111', 'in', 'London', '.']","['O', 'O', 'B-Token', 'O', 'O', 'O', 'B-IP', 'O', 'B-geo', 'O']",True
Tim Cook sent token plmoknijbuhvygctfxrdzeswaq1234567890 to 198.51.100.50 last Wednesday.,"['Tim', 'Cook', 'sent', 'token', 'plmoknijbuhvygctfxrdzeswaq1234567890', 'to', '198.51.100.50', 'last', 'Wednesday', '.']","['B-per', 'I-per', 'O', 'O', 'B-Token', 'O', 'B-IP', 'O', 'B-tim', 'O']",True
The token asdfghjklqwertyuiopzxcvbnm987654321 was verified in Paris at 172.16.0.100.,"['The', 'token', 'asdfghjklqwertyuiopzxcvbnm987654321', 'was', 'verified', 'in', 'Paris', 'at', '172.16.0.100', '.']","['O', 'O', 'B-Token', 'O', 'O', 'O', 'B-geo', 'O', 'B-IP', 'O']",True
Credential zxcvbnmlkjhgfdsaqwertyuiop0987654321 was authenticated by Google at 203.0.113.25.,"['Credential', 'zxcvbnmlkjhgfdsaqwertyuiop0987654321', 'was', 'authenticated', 'by', 'Google', 'at', '203.0.113.25', '.']","['O', 'B-Token', 'O', 'O', 'O', 'B-org', 'O', 'B-IP', 'O']",True
"In New York City, token 1234567890poiuytrewqlkjhgf was sent from 192.0.2.200.","['In', 'New', 'York', 'City', ',', 'token', '1234567890poiuytrewqlkjhgf', 'was', 'sent', 'from', '192.0.2.200', '.']","['O', 'B-geo', 'I-geo', 'I-geo', 'O', 'O', 'B-Token', 'O', 'O', 'O', 'B-IP', 'O']",True
The code qazwsxedcrfvtgbyhnujmikolp1234567890 was verified at 10.10.10.10 during the conference.,"['The', 'code', 'qazwsxedcrfvtgbyhnujmikolp1234567890', 'was', 'verified', 'at', '10.10.10.10', 'during', 'the', 'conference', '.']","['O', 'O', 'B-Token', 'O', 'O', 'O', 'B-IP', 'O', 'O', 'O', 'O']",True
Sarah Connor authenticated the token plmoknijbuhvygctfxrdzeswaq1234 from 198.51.100.55 on Monday.,"['Sarah', 'Connor', 'authenticated', 'the', 'token', 'plmoknijbuhvygctfxrdzeswaq1234', 'from', '198.51.100.55', 'on', 'Monday', '.']","['B-per', 'I-per', 'O', 'O', 'O', 'B-Token', 'O', 'B-IP', 'O', 'B-tim', 'O']",True
The key mnbvcxzlkjhgfdsapoiuytrewqasdf was sent to 172.16.254.254 during the Berlin summit.,"['The', 'key', 'mnbvcxzlkjhgfdsapoiuytrewqasdf', 'was', 'sent', 'to', '172.16.254.254', 'during', 'the', 'Berlin', 'summit', '.']","['O', 'O', 'B-Token', 'O', 'O', 'O', 'B-IP', 'O', 'O', 'B-geo', 'O', 'O']",True
Timothy accessed the system token qazwsxedcrfvtgbyhnujmikolp from 2607:f8b0:4005:805::200e.,"['Timothy', 'accessed', 'the', 'system', 'token', 'qazwsxedcrfvtgbyhnujmikolp', 'from', '2607:f8b0:4005:805::200e', '.']","['B-per', 'O', 'O', 'O', 'O', 'B-Token', 'O', 'B-IP', 'O']",True
The token plmoknijbuhvygctfxrdzeswaq123456 was verified in Seattle at 192.168.100.100.,"['The', 'token', 'plmoknijbuhvygctfxrdzeswaq123456', 'was', 'verified', 'in', 'Seattle', 'at', '192.168.100.100', '.']","['O', 'O', 'B-Token', 'O', 'O', 'O', 'B-geo', 'O', 'B-IP', 'O']",True
Credential qazwsxedcrfvtgbyhnujmikolp1234567890 was authenticated by Amazon at 203.0.113.40.,"['Credential', 'qazwsxedcrfvtgbyhnujmikolp1234567890', 'was', 'authenticated', 'by', 'Amazon', 'at', '203.0.113.40', '.']","['O', 'B-Token', 'O', 'O', 'O', 'B-org', 'O', 'B-IP', 'O']",True
The token 1234567890poiuytrewqlkjhgfwas sent from 10.0.0.2 to the headquarters of Google.,"['The', 'token', '1234567890poiuytrewqlkjhgfwas', 'sent', 'from', '10.0.0.2', 'to', 'the', 'headquarters', 'of', 'Google', '.']","['O', 'O', 'B-Token', 'O', 'O', 'B-IP', 'O', 'O', 'O', 'O', 'B-org', 'O']",True
"During Sunday, token qazxswedcvfrtgbnhyujmikolp was verified from 192.168.1.1 in Madrid.","['During', 'Sunday', ',', 'token', 'qazxswedcvfrtgbnhyujmikolp', 'was', 'verified', 'from', '192.168.1.1', 'in', 'Madrid', '.']","['O', 'B-tim', 'O', 'O', 'B-Token', 'O', 'O', 'O', 'B-IP', 'O', 'B-geo', 'O']",True
The key plmoknijbuhvygctfxrdzeswaq123456 was authenticated at 2607:f8b0:4005:805::200e in San Francisco.,"['The', 'key', 'plmoknijbuhvygctfxrdzeswaq123456', 'was', 'authenticated', 'at', '2607:f8b0:4005:805::200e', 'in', 'San', 'Francisco', '.']","['O', 'O', 'B-Token', 'O', 'O', 'O', 'B-IP', 'O', 'B-geo', 'I-geo', 'O']",True
Michael Scott sent token qazwsxedcrfvtgbyhnujmikolp12345 to 198.51.100.60 last Friday.,"['Michael', 'Scott', 'sent', 'token', 'qazwsxedcrfvtgbyhnujmikolp12345', 'to', '198.51.100.60', 'last', 'Friday', '.']","['B-per', 'I-per', 'O', 'O', 'B-Token', 'O', 'B-IP', 'O', 'B-tim', 'O']",True
The token asdfghjklqwertyuiopzxcvbnm987654 was verified in Rome at 172.16.0.150.,"['The', 'token', 'asdfghjklqwertyuiopzxcvbnm987654', 'was', 'verified', 'in', 'Rome', 'at', '172.16.0.150', '.']","['O', 'O', 'B-Token', 'O', 'O', 'O', 'B-geo', 'O', 'B-IP', 'O']",True
Credential zxcvbnmlkjhgfdsaqwertyuiop098765 was authenticated by Apple at 203.0.113.50.,"['Credential', 'zxcvbnmlkjhgfdsaqwertyuiop098765', 'was', 'authenticated', 'by', 'Apple', 'at', '203.0.113.50', '.']","['O', 'B-Token', 'O', 'O', 'O', 'B-org', 'O', 'B-IP', 'O']",True
"In New York, token 1234567890poiuytrewqlkjhgfwas sent from 192.0.2.210.","['In', 'New', 'York', ',', 'token', '1234567890poiuytrewqlkjhgfwas', 'was', 'sent', 'from', '192.0.2.210', '.']","['O', 'B-geo', 'I-geo', 'O', 'O', 'B-Token', 'O', 'O', 'O', 'B-IP', 'O']",True
"On March 15th, the engineer with ID qw8x9zasdfghjklpoiuytrewq1234567_89-0 detected an anomaly from IP 172.16.254.1 near San Francisco.","['On', 'March', '15th', ',', 'the', 'engineer', 'with', 'ID', 'qw8x9zasdfghjklpoiuytrewq1234567_89-0', 'detected', 'an', 'anomaly', 'from', 'IP', '172.16.254.1', 'near', 'San', 'Francisco', '.']","['O', 'B-tim', 'I-tim', 'O', 'O', 'O', 'O', 'O', 'B-Token', 'O', 'O', 'O', 'O', 'O', 'B-IP', 'O', 'B-geo', 'I-geo', 'O']",True
